source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[developmental stage]	characteristics[material type]	characteristics[biological replicate]	characteristics[immunopeptidome enrichment method]	characteristics[mhc protein complex]	characteristics[mhc typing]	characteristics[antibody enrichment]	assay name	technology type	comment[data file]	comment[technical replicate]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms min mz]	comment[ms max mz]	comment[ms min charge]	comment[ms max charge]	comment[ms2 mass analyzer]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[source name]
SKMEL28.CLX_1dBini_1	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-28	not available	tissue	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL28.CLX_1dBini_1_TMT128N_frac2	proteomic profiling by mass spectrometry	SKMEL28_CLX_Binimetinib_Exploris_2.raw	1	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT128N	2	NT=HCD;AC=MS:1000422	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	350m/z	1200m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL28.CLX_1dBini_1
SKMEL28.CLX_1dBini_2	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-28	not available	tissue	2	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL28.CLX_1dBini_2_TMT128C_frac2	proteomic profiling by mass spectrometry	SKMEL28_CLX_Binimetinib_Exploris_2.raw	1	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT128C	2	NT=HCD;AC=MS:1000422	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	350m/z	1200m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL28.CLX_1dBini_2
SKMEL28.CLX_1dBini_3	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-28	not available	tissue	3	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL28.CLX_1dBini_3_TMT129N_frac2	proteomic profiling by mass spectrometry	SKMEL28_CLX_Binimetinib_Exploris_2.raw	1	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT129N	2	NT=HCD;AC=MS:1000422	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	350m/z	1200m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL28.CLX_1dBini_3
SKMEL28.CLX_2dBini_1	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-28	not available	tissue	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL28.CLX_2dBini_1_TMT129C_frac2	proteomic profiling by mass spectrometry	SKMEL28_CLX_Binimetinib_Exploris_2.raw	1	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT129C	2	NT=HCD;AC=MS:1000422	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	350m/z	1200m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL28.CLX_2dBini_1
SKMEL28.CLX_2dBini_2	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-28	not available	tissue	2	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL28.CLX_2dBini_2_TMT130N_frac2	proteomic profiling by mass spectrometry	SKMEL28_CLX_Binimetinib_Exploris_2.raw	1	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT130N	2	NT=HCD;AC=MS:1000422	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	350m/z	1200m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL28.CLX_2dBini_2
SKMEL28.CLX_2dBini_3	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-28	not available	tissue	3	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL28.CLX_2dBini_3_TMT130C_frac2	proteomic profiling by mass spectrometry	SKMEL28_CLX_Binimetinib_Exploris_2.raw	1	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT130C	2	NT=HCD;AC=MS:1000422	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	350m/z	1200m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL28.CLX_2dBini_3
SKMEL28.CLX_3dBini_1	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-28	not available	tissue	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL28.CLX_3dBini_1_TMT131N_frac2	proteomic profiling by mass spectrometry	SKMEL28_CLX_Binimetinib_Exploris_2.raw	1	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT131N	2	NT=HCD;AC=MS:1000422	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	350m/z	1200m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL28.CLX_3dBini_1
SKMEL28.CLX_3dBini_2	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-28	not available	tissue	2	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL28.CLX_3dBini_2_TMT131C_frac2	proteomic profiling by mass spectrometry	SKMEL28_CLX_Binimetinib_Exploris_2.raw	1	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT131C	2	NT=HCD;AC=MS:1000422	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	350m/z	1200m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL28.CLX_3dBini_2
SKMEL28.CLX_3dBini_3	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-28	not available	tissue	3	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL28.CLX_3dBini_3_TMT132N_frac2	proteomic profiling by mass spectrometry	SKMEL28_CLX_Binimetinib_Exploris_2.raw	1	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT132N	2	NT=HCD;AC=MS:1000422	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	350m/z	1200m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL28.CLX_3dBini_3
SKMEL28.CLX_5dBini_1	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-28	not available	tissue	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL28.CLX_5dBini_1_TMT132C_frac2	proteomic profiling by mass spectrometry	SKMEL28_CLX_Binimetinib_Exploris_2.raw	1	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT132C	2	NT=HCD;AC=MS:1000422	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	350m/z	1200m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL28.CLX_5dBini_1
SKMEL28.CLX_5dBini_2	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-28	not available	tissue	2	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL28.CLX_5dBini_2_TMT133N_frac2	proteomic profiling by mass spectrometry	SKMEL28_CLX_Binimetinib_Exploris_2.raw	1	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT133N	2	NT=HCD;AC=MS:1000422	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	350m/z	1200m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL28.CLX_5dBini_2
SKMEL28.CLX_5dBini_3	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-28	not available	tissue	3	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL28.CLX_5dBini_3_TMT133C_frac2	proteomic profiling by mass spectrometry	SKMEL28_CLX_Binimetinib_Exploris_2.raw	1	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT133C	2	NT=HCD;AC=MS:1000422	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	350m/z	1200m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL28.CLX_5dBini_3
SKMEL28.CLX.BE_Control_1	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-28	not available	tissue	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL28.CLX.BE_Control_1_TMT126_frac1	proteomic profiling by mass spectrometry	SKMEL28_CLX_Binimetinib_Encorafinib_1.raw	1	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT126	1	NT=HCD;AC=MS:1000422	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	350m/z	1200m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL28.CLX.BE_Control_1
SKMEL28.CLX.BE_Control_2	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-28	not available	tissue	2	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL28.CLX.BE_Control_2_TMT127N_frac1	proteomic profiling by mass spectrometry	SKMEL28_CLX_Binimetinib_Encorafinib_1.raw	1	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT127N	1	NT=HCD;AC=MS:1000422	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	350m/z	1200m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL28.CLX.BE_Control_2
SKMEL28.CLX.BE_Control_3	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-28	not available	tissue	3	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL28.CLX.BE_Control_3_TMT127C_frac1	proteomic profiling by mass spectrometry	SKMEL28_CLX_Binimetinib_Encorafinib_1.raw	1	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT127C	1	NT=HCD;AC=MS:1000422	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	350m/z	1200m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL28.CLX.BE_Control_3
SKMEL28.CLX.BE_3d_1	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-28	not available	tissue	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL28.CLX.BE_3d_1_TMT128N_frac1	proteomic profiling by mass spectrometry	SKMEL28_CLX_Binimetinib_Encorafinib_1.raw	1	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT128N	1	NT=HCD;AC=MS:1000422	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	350m/z	1200m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL28.CLX.BE_3d_1
SKMEL28.CLX.BE_3dEncor_1	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-28	not available	tissue	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL28.CLX.BE_3dEncor_1_TMT128C_frac1	proteomic profiling by mass spectrometry	SKMEL28_CLX_Binimetinib_Encorafinib_1.raw	1	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT128C	1	NT=HCD;AC=MS:1000422	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	350m/z	1200m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL28.CLX.BE_3dEncor_1
SKMEL28.CLX.BE_3dEncor_2	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-28	not available	tissue	2	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL28.CLX.BE_3dEncor_2_TMT129N_frac1	proteomic profiling by mass spectrometry	SKMEL28_CLX_Binimetinib_Encorafinib_1.raw	1	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT129N	1	NT=HCD;AC=MS:1000422	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	350m/z	1200m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL28.CLX.BE_3dEncor_2
SKMEL28.CLX.BE_3dEncor_3	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-28	not available	tissue	3	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL28.CLX.BE_3dEncor_3_TMT129C_frac1	proteomic profiling by mass spectrometry	SKMEL28_CLX_Binimetinib_Encorafinib_1.raw	1	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT129C	1	NT=HCD;AC=MS:1000422	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	350m/z	1200m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL28.CLX.BE_3dEncor_3
SKMEL28.CLX.BE_3dEncorBini_1	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-28	not available	tissue	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL28.CLX.BE_3dEncorBini_1_TMT130N_frac1	proteomic profiling by mass spectrometry	SKMEL28_CLX_Binimetinib_Encorafinib_1.raw	1	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT130N	1	NT=HCD;AC=MS:1000422	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	350m/z	1200m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL28.CLX.BE_3dEncorBini_1
SKMEL28.CLX.BE_3dEncorBini_2	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-28	not available	tissue	2	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL28.CLX.BE_3dEncorBini_2_TMT130C_frac1	proteomic profiling by mass spectrometry	SKMEL28_CLX_Binimetinib_Encorafinib_1.raw	1	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT130C	1	NT=HCD;AC=MS:1000422	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	350m/z	1200m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL28.CLX.BE_3dEncorBini_2
SKMEL28.CLX.BE_3dEncorBini_3	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-28	not available	tissue	3	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL28.CLX.BE_3dEncorBini_3_TMT131N_frac1	proteomic profiling by mass spectrometry	SKMEL28_CLX_Binimetinib_Encorafinib_1.raw	1	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT131N	1	NT=HCD;AC=MS:1000422	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	350m/z	1200m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL28.CLX.BE_3dEncorBini_3
SKMEL28.CLX.BE_Control_1	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-28	not available	tissue	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL28.CLX.BE_Control_1_TMT126_frac2	proteomic profiling by mass spectrometry	SKMEL28_CLX_Binimetinib_Encorafinib_2.raw	1	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT126	2	NT=HCD;AC=MS:1000422	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	350m/z	1200m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL28.CLX.BE_Control_1
